Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,22.799999,22.799999,22.160000,22.620001,22.566181,2417300
2018-05-23,22.680000,23.510000,22.680000,22.950001,22.895397,2547500
2018-05-24,22.940001,23.280001,22.530001,23.200001,23.144800,2388700
2018-05-25,23.200001,23.400000,22.990000,23.400000,23.344324,2230000
2018-05-28,22.950001,23.070000,22.100000,22.350000,22.296824,2528700
2018-05-29,22.400000,23.059999,22.020000,22.070000,22.017488,4338300
2018-05-30,21.930000,22.500000,21.430000,22.490000,22.436489,5802100
2018-06-01,22.670000,22.889999,22.160000,22.790001,22.735779,2180700
2018-06-04,22.770000,22.889999,22.430000,22.459999,22.406561,2685000
2018-06-05,22.299999,22.690001,22.020000,22.049999,21.997536,2957200
2018-06-06,21.900000,23.250000,21.809999,23.200001,23.144800,3682200
2018-06-07,23.030001,23.900000,22.790001,23.650000,23.593729,6912900
2018-06-08,23.559999,23.559999,22.389999,22.629999,22.576155,3305000
2018-06-11,22.639999,23.360001,22.629999,23.350000,23.294443,2660500
2018-06-12,23.200001,24.799999,22.879999,24.780001,24.721041,4221100
2018-06-13,25.100000,25.230000,24.100000,24.780001,24.721041,4091900
2018-06-14,24.709999,25.100000,24.110001,24.799999,24.740993,3997000
2018-06-15,24.600000,24.840000,23.750000,24.059999,24.002754,4907700
2018-06-18,24.200001,24.459999,23.760000,24.350000,24.292065,3048900
2018-06-19,24.410000,24.629999,23.820000,23.850000,23.793255,5283600
2018-06-20,24.020000,24.480000,23.450001,24.430000,24.371874,2895900
2018-06-21,24.219999,24.690001,23.799999,24.120001,24.062613,2383200
2018-06-22,24.379999,24.379999,23.500000,24.299999,24.242182,2466700
2018-06-25,24.000000,24.600000,23.709999,23.990000,23.932920,2739800
2018-06-26,23.809999,24.049999,23.639999,23.910000,23.873014,1881800
2018-06-27,23.910000,24.240000,23.379999,23.799999,23.763182,2553400
2018-06-28,24.150000,24.670000,23.629999,24.639999,24.601883,4241400
2018-06-29,24.500000,24.660000,23.930000,24.260000,24.222473,4353100
2018-07-02,24.000000,24.719999,23.650000,24.719999,24.681761,4600500
2018-07-03,24.600000,26.670000,24.600000,25.980000,25.939810,4907500
2018-07-04,26.610001,28.000000,26.110001,26.950001,26.908312,4258300
2018-07-05,25.000000,25.490000,22.530001,23.100000,23.064266,22513400
2018-07-06,23.350000,23.400000,21.580000,22.670000,22.634932,11169600
2018-07-10,22.830000,23.190001,22.309999,22.559999,22.525101,6239700
2018-07-11,21.830000,22.139999,21.309999,21.580000,21.546618,8656300
2018-07-12,21.680000,22.030001,21.350000,21.660000,21.626493,8360200
2018-07-13,21.860001,21.990000,20.299999,20.660000,20.628042,11183100
2018-07-16,21.219999,21.690001,21.000000,21.000000,20.967516,6793500
2018-07-17,21.200001,21.680000,21.070000,21.570000,21.536634,8194200
2018-07-18,21.900000,22.150000,21.299999,21.299999,21.267052,3443400
2018-07-19,21.100000,21.350000,20.799999,21.030001,20.997469,4117200
2018-07-20,21.320000,21.360001,20.400000,20.650000,20.618057,5203700
2018-07-23,20.650000,20.940001,20.299999,20.299999,20.268599,3482900
2018-07-24,20.410000,20.549999,20.049999,20.100000,20.068907,4612200
2018-07-25,20.010000,20.340000,19.700001,19.910000,19.879202,4106500
2018-07-26,19.879999,20.080000,19.600000,19.650000,19.619602,2950500
2018-07-27,19.629999,19.750000,19.440001,19.440001,19.409927,2515400
2018-07-30,19.549999,19.620001,19.000000,19.180000,19.150331,3494000
2018-07-31,18.799999,19.940001,18.549999,19.250000,19.220222,6392300
2018-08-01,19.129999,19.680000,19.129999,19.250000,19.220222,4609300
2018-08-02,19.200001,19.320000,18.809999,18.809999,18.780903,3256200
2018-08-03,18.860001,19.000000,18.629999,18.799999,18.770918,2577100
2018-08-06,18.830000,18.980000,18.570000,18.629999,18.601181,3499900
2018-08-07,18.650000,19.129999,18.400000,18.920000,18.890734,4377600
2018-08-08,18.920000,19.120001,18.240000,18.270000,18.241739,3905600
2018-08-09,18.299999,18.459999,17.900000,18.459999,18.431444,3727600
2018-08-10,18.299999,18.690001,18.160000,18.370001,18.341585,3257400
2018-08-13,18.250000,18.520000,17.990000,18.250000,18.221769,2888800
2018-08-14,18.379999,18.709999,18.120001,18.469999,18.441429,3049300
2018-08-15,18.410000,18.820000,18.160000,18.299999,18.271690,3856900
