Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,14.860000,14.900000,14.200000,14.740000,14.740000,2709700
2018-05-22,14.940000,15.230000,14.590000,15.000000,15.000000,4027300
2018-05-23,14.680000,14.890000,14.150000,14.200000,14.200000,2460900
2018-05-24,13.800000,14.670000,13.560000,14.150000,14.150000,2895300
2018-05-25,14.510000,14.880000,14.250000,14.390000,14.390000,2207900
2018-05-28,14.400000,14.440000,13.180000,13.250000,13.250000,1824900
2018-05-29,13.700000,14.340000,13.500000,13.910000,13.910000,3250300
2018-05-30,13.950000,14.450000,13.240000,13.490000,13.490000,3339300
2018-06-01,13.670000,13.960000,12.940000,13.290000,13.290000,2911000
2018-06-04,13.470000,14.340000,13.470000,14.300000,14.300000,2737500
2018-06-05,14.360000,14.360000,13.410000,13.530000,13.530000,2936800
2018-06-06,13.550000,13.550000,12.690000,12.800000,12.800000,3905100
2018-06-07,12.400000,12.430000,11.560000,11.970000,11.970000,3934000
2018-06-08,12.090000,12.450000,11.620000,12.250000,12.250000,2815900
2018-06-11,12.360000,12.930000,12.060000,12.240000,12.240000,2620300
2018-06-12,12.300000,12.600000,11.970000,12.350000,12.350000,2201500
2018-06-13,12.440000,12.900000,12.180000,12.500000,12.500000,4306000
2018-06-14,12.630000,12.850000,12.000000,12.100000,12.100000,3185100
2018-06-15,12.030000,12.200000,11.280000,11.450000,11.450000,2856200
2018-06-18,11.300000,11.450000,11.020000,11.100000,11.100000,1802200
2018-06-19,10.900000,11.990000,10.760000,11.740000,11.740000,3358000
2018-06-20,12.010000,12.350000,11.620000,11.800000,11.800000,2695100
2018-06-21,11.730000,11.910000,11.280000,11.550000,11.550000,1680300
2018-06-22,11.420000,11.680000,10.950000,11.090000,11.090000,2646700
2018-06-25,11.160000,11.270000,10.500000,10.610000,10.610000,3233900
2018-06-26,10.650000,10.880000,10.320000,10.470000,10.470000,3129300
2018-06-27,10.300000,10.430000,9.900000,10.180000,10.180000,4254000
2018-06-28,10.050000,10.760000,10.010000,10.650000,10.650000,4426700
2018-06-29,10.850000,10.990000,10.300000,10.420000,10.420000,3346500
2018-07-02,10.300000,10.330000,10.000000,10.120000,10.120000,1841300
2018-07-03,10.240000,10.700000,10.160000,10.200000,10.200000,3651600
2018-07-04,10.250000,10.640000,10.080000,10.500000,10.500000,2489100
2018-07-05,10.700000,10.790000,10.250000,10.610000,10.610000,2715600
2018-07-06,10.690000,11.260000,10.610000,11.120000,11.120000,3994700
2018-07-10,11.320000,11.390000,10.650000,11.030000,11.030000,3728200
